artist,album,track,overall_loudness,spectral_energy,dissonance,pitch_salience,bpm,beat_loudness,danceability,tuning_frequency,avg.valence,avg.arousal,aggressive,happy,party,relaxed,sad,acoustic,electric,instrumental,timbreBright,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
All Get Out,Nobody Likes A Quitter,Get My Cut,-8.23013782501,0.0290349237621,0.45541253686,0.544057667255,126.989295959,0.0322301089764,1.08727908134,434.193115234,13.439775599999999,12.796963600000002,0.80544174,0.019768944,1.9549052,0.53635648,1.3372478,0.300126838,1.7184095,0.395025324,0.45306885,360,3.96,9.74,89.39,50.02,180,2.5,96.67,85.56,63.33,27.5,18.61,11.94,0,6.39,0,0.28,8.89,14.44,2.5,0.28,11.11,8.06,6.94,5,5.83,23.06,3.06,4.17,2.22,0,2.22,0,21.94,7.78,14.17,4.44,1.94,1.94,2.22,2.5,4.17,0,3.89,2.5,0.56,1.94,1.67,0.28,0,0,0,0.83,12.22,2.78,0.28,0,0,0,1.39,9.44,0,0,0,2.22,0,0,0,0,1.39,0,0,0.28,0,1.11,3.33,0.28,0,0,0,0,0,0.28,0.83,0.28,0,6.11,0.28,0,0.28,0,0,0,11.67,6.11,0.28,1.67,2.78,0.56,0.28,0.56,1.94,1.11,6.94,2.22,4.44,0,0,4.44,0,9.44,0,2.5,0.28,0,6.67,0,0
All Get Out,Nobody Likes A Quitter,Home,-6.89660263062,0.0338149853051,0.478506624699,0.550901293755,92.0158996582,0.0382070317864,1.07532727718,440,14.091304999999998,13.129601800000001,1.19389587,0.020551635999999998,1.93976976,0.87294653,1.5829179,0.155910047,1.7668072000000001,0.568475464,0.4677504,258,9.18,1.12,99,30.82,16.13,9.69,92.25,79.84,62.4,25.19,15.89,13.95,0,1.94,0,0,9.3,11.63,5.04,1.55,10.85,12.02,8.14,2.33,2.33,25.19,3.49,3.88,1.94,0,1.16,1.16,19.38,3.49,15.89,7.36,1.94,3.88,0.78,0.78,1.55,0,3.88,2.33,1.55,0.78,0.39,0.39,0.39,0,0,0,4.65,2.33,0,0,0,0.78,1.16,2.33,0,0,0,0,0.39,0.39,0,0,1.16,0,0.39,0.78,0,0,2.33,0,0,0,0,0,0,0.39,0,1.55,0.78,0,0.39,0,0,0,0,0,14.34,10.08,1.16,1.94,5.43,1.94,0.78,0.78,4.65,1.94,6.59,1.55,1.55,0.39,0.39,0.78,0,14.34,0,1.55,5.81,0,3.88,3.1,0
All Get Out,Nobody Likes A Quitter,Now You Got It,-7.28927230835,0.0455353371799,0.456607758999,0.482898771763,144.973815918,0.0585916265845,1.0293058157,437.718536377,13.142394999999999,12.943971399999999,0.8167969799999999,0.014362043,1.92174074,0.5793604299999999,1.15875606,0.25756954600000004,1.6933361699999998,0.71235934,0.4557904,631,35.24,39.14,79.51,1,57.36,11.89,91.44,67.83,50.87,16.8,11.73,5.07,1.9,3.49,0.32,0.95,5.07,11.89,5.86,0.16,12.04,10.62,4.28,3.8,3.96,19.33,6.66,2.85,3.33,2.06,0.79,0.63,10.46,1.58,8.87,1.9,1.11,2.22,1.27,0.32,2.85,0,8.56,2.06,6.34,3.33,0.95,2.38,0.95,0.63,0,0.79,11.09,3.65,0.32,0,0.63,0.48,1.58,7.13,0,0,0,0.48,0,0,0,0,2.38,0.32,0.32,0.32,0,1.58,2.54,0.48,0.16,0,0,0,0,0.16,0.48,0.32,0.32,1.11,0,0,0.16,0,0.32,0,7.61,15.53,0.32,2.22,10.78,0.95,0.32,1.9,2.38,3.49,7.61,1.58,12.04,0.95,0.16,0.63,10.46,36.45,0,13.47,1.58,0,6.97,14.42,0
All Get Out,Nobody Likes A Quitter,Room To Talk,-7.95372533798,0.0325083844364,0.460269629955,0.548777520657,155.780014038,0.0419837534428,1.07319664955,441.017791748,13.2489946,13.051818299999999,0.8552519199999999,0.016214252,1.95260033,0.52786123,1.2973576,0.313477432,1.71190706,0.61046646,0.4672092,277,13.6,3.82,99,24.85,23.08,8.66,94.95,85.92,64.62,25.27,15.88,12.27,0.72,2.53,0,0.36,9.39,11.19,5.05,0,13,13.36,3.97,3.97,2.53,28.88,4.69,5.05,3.25,1.44,1.08,0.72,20.58,5.05,15.16,7.94,1.08,1.81,1.81,0,3.25,0,3.97,2.17,1.81,1.08,0,1.08,0.72,0.36,0,0,6.86,2.17,0,0,0.36,0.36,0.36,4.69,0,0,0,0,0,0,0,0,3.61,0,0.36,0,2.53,0.72,1.08,0.36,0,0,0,0,0,0,0,0.72,0,2.17,0,0.72,0,0.36,0,1.08,12.64,10.83,0.36,1.44,7.58,1.08,0,1.08,3.25,4.69,6.5,0.72,0.36,0,0.36,0,0,11.19,0,2.53,4.33,0,3.97,0.36,0
All Get Out,Nobody Likes A Quitter,Sideways,-7.81546783447,0.0334838554263,0.476961106062,0.526636004448,142.981460571,0.0400909632444,1.13726305962,436.960693359,13.6570369,12.9910524,0.99897562,0.018085776999999997,1.9643394399999998,0.70285866,1.5367372000000001,0.170296897,1.7798275399999999,0.60846873,0.46481055,285,1,7.13,98.02,16.25,142.5,8.07,96.49,79.65,64.56,31.23,22.11,13.68,0.7,7.37,0,0.35,9.12,14.74,4.91,4.91,5.96,15.79,5.26,3.51,8.42,29.12,2.11,5.96,2.11,1.4,0.7,0,18.6,3.16,15.44,5.26,1.4,3.86,2.46,0.7,3.86,0.35,5.26,2.46,2.81,2.81,1.4,1.05,1.05,0,0,0,16.14,4.56,0.35,0,0.35,1.05,2.46,9.82,0,0.35,0,0,0.7,0,0,0.7,1.75,0.35,0.7,0,0.7,0,4.91,0,0,0,0,0,0,0.7,0,1.4,0.35,1.75,0,0,0,0,0.35,0,11.23,11.93,0,1.05,7.72,2.46,0,0.35,1.75,1.75,14.04,2.11,0,0,0,0,0,28.07,0,11.58,0.35,0,14.04,2.11,0
All Get Out,Nobody Likes A Quitter,Wait List,-13.195605278,0.0216657798737,0.442177355289,0.484644114971,128.494537354,0.0250023845583,0.863384306431,439.745910645,12.4244664,12.0395222,0.41195319999999996,0.022382273,1.9857424300000002,0.137898732,0.8084567,0.72979516,1.1588275000000001,0.4736078,0.46473518,173,1,85.42,78.91,5.75,173,13.29,93.64,83.24,65.9,27.17,20.81,8.67,0,12.14,0,0,6.36,10.4,4.05,0,8.67,10.4,14.45,3.47,4.62,26.59,1.16,4.05,0,0,0,0,17.34,7.51,9.83,2.89,0,4.05,2.31,0,2.89,0,4.05,1.16,2.89,2.89,0.58,2.31,0,0,1.73,0,17.92,5.2,1.16,0.58,0,0.58,1.73,12.72,0,0,0,0.58,0,0,0,0,2.31,0,0,0,0,2.31,2.31,1.16,0.58,0,0,0.58,0,0.58,0.58,1.16,1.16,1.16,1.73,0,0,0,0.58,0,17.34,6.36,0,1.16,3.47,0.58,0.58,1.16,7.51,5.78,8.67,2.89,0.58,0.58,0,0,0,10.4,0,2.89,0,0,7.51,0,0
All Get Out,Nobody Likes A Quitter,Whatever,-7.63835144043,0.0315466113389,0.440588951111,0.571892678738,146.562438965,0.0352876335382,1.11620116234,440.254241943,13.3016187,12.5884976,0.79277434,0.012813162999999999,1.965455,0.36104749,1.3542869,0.337726463,1.75147274,0.232735724,0.45851183,150,1,99,13.33,39.67,150,12.67,96.67,86.67,66,40.67,24.67,9.33,0,15.33,0,0,16,12.67,2.67,0,6,6.67,8,4.67,3.33,24,4,2.67,4,0.67,3.33,0,21.33,3.33,18,2,2,10,0.67,1.33,2,0,4,2.67,1.33,0.67,0.67,0,0,0,0,0,18.67,2,0,0,0,0.67,1.33,16.67,0,0.67,0,0,0,0,0,0,2,0,0.67,0.67,0,0.67,0,0,0,0,0,0,0,0,0,4,6,1.33,0.67,0,0,0.67,0,0,12,4.67,0.67,0.67,3.33,0.67,0,0,4.67,6.67,5.33,2,0.67,0,0.67,0,0,12,0,5.33,0,0,5.33,1.33,0
All Get Out,The Season,Church Doors and Skeptics,-6.20672130585,0.0336916483939,0.470228761435,0.570976674557,125.993804932,0.0427788868546,1.02413451672,441.017791748,13.651923700000001,13.1821055,1.23431492,0.020295718,1.9696162,0.7034891999999999,1.4936183299999999,0.23575940699999998,1.72187375,0.366264205,0.45438668,136,72.12,94.84,91.64,99,68,5.88,91.18,71.32,51.47,25,19.85,9.56,4.41,5.88,0,0,5.15,14.71,8.82,1.47,12.5,1.47,0.74,2.94,0,12.5,7.35,3.68,5.15,5.15,0,0,22.79,0,22.79,14.71,0,6.62,7.35,0,0,0,10.29,10.29,0,7.35,7.35,0,0,0,0,0,14.71,2.94,0,0,0,1.47,0.74,11.76,0.74,0,0,0.74,0,0,0,0,2.94,0,0.74,1.47,0,0.74,3.68,0.74,0.74,0,0,0,0,0,0,0,6.62,0,0,0,0,0,0,0,1.47,6.62,0,0,4.41,0,0,2.21,3.68,1.47,1.47,7.35,0,0,0,0,0,8.09,0,3.68,0.74,0,1.47,2.21,0
All Get Out,The Season,Come and Gone,-10.2624435425,0.0207513663918,0.459795206785,0.497173368931,118.00138092,0.0419824980199,1.16388690472,438.984558105,12.489944399999999,11.952096300000001,0.6693375699999999,0.010571333,1.9730927,0.18493678000000002,1.4260778,0.251670784,1.70675176,0.19797886999999997,0.46546236,253,16.8,98.5,76.68,2.19,31.63,7.11,92.09,77.08,60.87,20.95,16.21,3.56,0,10.67,0,1.98,4.74,15.42,8.3,0,9.88,15.81,5.53,2.37,2.77,24.9,7.51,2.37,1.58,0,0,1.58,9.49,2.37,6.72,2.37,1.19,0.4,0.4,0.79,1.58,0,4.74,0.79,3.56,1.19,0.4,0.79,0,0,0,0.4,16.21,2.37,0.4,0,0,0.4,1.19,13.83,0,0,0,0.79,0,0,0,0,1.58,0,0,0.4,0.4,0.79,5.53,1.98,0,0,0,0,0,0.4,0.4,0,0,0.4,0.4,0,0.79,0,0.79,0.4,7.91,13.83,0,2.37,7.91,2.77,0.4,0.79,4.74,6.32,9.09,0.79,0.79,0,0.4,0.4,0,12.25,0,4.74,2.77,0,4.74,0,0
All Get Out,The Season,"Girl, Gun",-9.35395908356,0.0175346620381,0.46469861269,0.605067670345,120.081451416,0.0221342835575,0.963321447372,441.527557373,12.491575600000001,12.287049,0.8758917799999999,0.013827147000000001,1.96043826,0.31721878000000003,1.5040756,0.161037481,1.6910555999999999,0.31876242,0.46385908,203,6.12,95.31,57.85,20.23,203,6.4,97.54,82.76,60.59,27.59,22.17,7.88,0.99,9.36,2.96,0,5.42,13.3,2.96,1.97,10.84,11.33,5.91,3.94,1.97,25.62,7.88,4.93,1.97,1.97,0,0,13.79,1.97,11.82,3.94,0.99,3.94,3.94,0,1.97,0,9.85,3.94,3.94,2.96,1.97,0.99,0.99,0,0,1.97,22.17,5.91,0.99,0.99,0,0.99,1.97,16.26,0,0,1.97,2.96,0,0,0,0,0.99,0,0,0,0,0.99,2.96,0,0,0,0,0,0,0,0.99,0,0.99,1.48,0,0,0,0,0.99,0,7.88,8.87,0,2.96,4.93,0,0,0.99,4.43,7.39,10.84,0,0,0,0,0,0,6.9,0,0,0,0,6.9,0,0
All Get Out,The Season,Let Me Go,-10.2836761475,0.016470964998,0.39698266983,0.489209264517,129.496017456,0.0210611540824,0.9328302145,440.254241943,12.1311923,11.8389317,0.48409591,0.015545709,1.97831426,0.144728264,0.97038194,0.53088781,1.2520135,0.58889108,0.4676506,382,3.31,92.55,94.03,52.6,95.5,5.76,97.64,81.94,65.18,29.58,22.77,7.59,1.05,11.52,1.05,1.05,6.81,13.09,3.93,1.05,11.52,12.3,4.97,5.76,3.66,25.92,5.5,3.66,4.97,2.36,1.05,1.57,15.97,2.36,13.61,2.88,3.4,2.62,1.57,0.26,4.97,0,4.97,3.14,1.05,1.83,1.05,0.79,0.26,0,0.26,0.79,21.47,4.97,1.05,0,0,0.26,2.09,15.71,0.26,0,0,1.31,0.26,0,0,0.26,3.4,0.52,0.79,0,0.52,1.57,2.36,0.26,0.26,0,0,0,0,0,0.52,0,0.79,0.79,0,0.26,0,0,0,0,10.99,10.73,0,3.93,6.54,0.26,0.52,0.79,4.45,5.5,9.69,2.36,0,0,0,0,0,12.57,0,2.88,0.79,0,8.9,0,0
All Get Out,The Season,Lucky Bastard,-7.04089355469,0.032890714705,0.470806092024,0.559611320496,123.8436203,0.0450663343072,1.14476704597,440.508636475,13.6896107,12.9951054,1.0559234,0.018908725,1.94588852,0.6329333699999999,1.47226298,0.175125791,1.79001403,0.39536254000000004,0.46527168,283,24.18,2.88,99,53.04,283,8.83,94.35,66.08,49.82,26.86,22.26,18.73,0,1.06,2.47,0,4.59,16.96,3.18,0,9.19,5.3,2.47,3.18,0.35,16.61,6.01,4.59,3.18,1.41,1.41,0.35,13.43,1.41,11.31,4.24,2.12,4.24,0,0.71,2.12,0,5.65,3.18,1.06,2.12,1.41,0.71,0,0,0.71,1.41,17.67,3.18,0,0,0.35,0,1.41,10.6,3.18,0,3.89,2.47,0,0,0,0,5.3,0,4.59,0,0,0.71,1.06,0.35,0,0,0.35,0,0,0,0.71,0,4.24,1.77,0,0,0,0.35,0.35,0,7.77,12.72,0,3.18,8.83,0.35,0,3.53,5.65,3.53,3.89,1.77,1.77,1.06,0,0.71,0,12.72,1.06,4.59,0,0,4.24,2.83,0
All Get Out,The Season,Me and My Lovers,-7.42498970032,0.0280030649155,0.474383473396,0.558541119099,121.208213806,0.0376124419272,1.11097073555,440.254241943,13.352059999999998,12.7924062,1.16023602,0.017885848,1.9472651,0.61385126,1.58403981,0.137743032,1.7747754,0.36241391,0.45378494,374,2.5,4.09,96.8,31.23,374,5.88,94.39,78.34,65.24,21.93,14.97,9.09,0,5.08,0.53,0.27,6.95,12.3,3.74,0,10.96,13.37,5.61,9.09,7.22,22.99,3.48,1.34,2.14,0.53,1.07,0.53,17.65,3.21,13.9,2.41,0.8,3.21,3.48,0.27,6.68,0,5.08,2.41,1.6,1.87,1.34,0.53,0,0.53,0,1.07,15.24,6.42,0,0,0.27,0.8,3.21,9.09,0,0.27,0,1.34,0,0,0,0,2.14,0.27,0,0.53,0,1.34,2.94,0.27,0,0,0,0,0,0.53,0,0.53,0.8,0,0,0,0,0,0.27,0,10.7,10.43,0,2.14,7.75,0.8,0.27,0.8,4.01,4.81,9.36,0.8,0.27,0,0.27,0,0,5.88,0,1.34,0,0,4.55,0,0
All Get Out,The Season,My Friends,-6.1270198822,0.0325299054384,0.47535404563,0.58639383316,156.352706909,0.0450879298151,1.14330685139,441.527557373,14.0371013,13.1388703,1.34677746,0.018085912,1.9289779,0.87852937,1.54982315,0.15130955100000001,1.77126805,0.50730936,0.44686636,309,11.08,64.89,99,91.73,154.5,6.47,98.71,82.52,61.49,23.62,18.12,9.06,0,6.47,0,1.29,5.5,7.12,1.29,0.97,14.56,8.74,3.88,10.68,1.62,28.8,2.91,1.94,2.59,1.62,0.97,0,11,0.32,10.68,4.21,0.97,2.91,1.62,1.29,1.94,0,8.74,6.8,1.62,4.53,2.91,1.62,0,0,1.62,0.32,18.45,7.12,0,0,0,0,4.21,10.68,0,1.62,0,0,0,0,0,0,3.88,1.29,0.65,0.32,0,1.62,4.53,0,0,0,0,0,0,0.97,0.97,0.65,2.59,0.32,0,0,0,0,0.32,0,17.15,18.45,0,5.18,12.3,0.32,1.29,0.32,1.94,0.65,5.83,3.24,0.32,0,0.32,0,0,12.62,0.97,5.83,0,0,4.85,0.97,0
All Get Out,The Season,Son of Mine,-8.41517353058,0.0299643892795,0.460456341505,0.543695211411,124.944694519,0.0414750576019,1.10856354237,440.508636475,13.248704499999999,12.7072303,0.90417876,0.013121360000000002,1.9800483,0.39425105000000005,1.40583175,0.223266895,1.79180943,0.24289183,0.4561708,183,10.94,9.33,99,85.13,183,7.1,96.72,72.13,58.47,27.87,20.22,14.75,0,4.37,0,1.09,7.65,13.66,3.83,0,11.48,9.29,4.92,4.92,1.09,16.94,6.01,0.55,1.09,0.55,0.55,0,13.11,0.55,12.57,3.28,1.64,3.83,3.28,0,2.19,0,6.01,4.92,0.55,1.64,1.64,0,0,0,0,0.55,13.66,6.56,1.64,3.83,0.55,0,1.09,7.1,1.09,0,0.55,1.09,0,0,0,0,4.92,0,2.73,0,1.09,1.09,7.1,0,0,0,0,0,0,0,1.09,0.55,0,0,1.09,0,0,0,0,0,8.74,18.03,0,3.28,11.48,2.73,0,1.64,6.01,2.73,8.74,0.55,0,0,0,0,0,8.74,0,5.46,0,0,3.28,0,0
All Get Out,The Season,Subject to Change,-6.36524248123,0.0308314431459,0.473640143871,0.532602190971,147.464401245,0.0451944172382,1.0022521019,439.745910645,13.6076934,12.844605600000001,1.16849461,0.022717213,1.93401974,0.70714516,1.6012735500000002,0.14664887399999998,1.77612223,0.36605123,0.44318646,188,1.86,76.11,99,9.87,47,9.04,96.81,82.45,68.09,32.45,24.47,13.3,1.06,9.04,1.06,0,7.98,13.83,5.85,1.06,7.98,9.57,12.23,3.19,0.53,20.74,3.72,5.32,3.72,1.6,0,2.13,18.09,5.32,12.77,4.26,2.66,1.6,2.13,1.06,1.6,0,4.26,1.6,2.66,1.6,1.06,0.53,0,0,0,0,15.96,4.26,0.53,0.53,1.6,0,0,11.7,0.53,0,0,1.6,0,0,0,0,0.53,0,0,0.53,0,0,1.6,0,0,0,0,0,0,0,1.6,0.53,1.06,0.53,0,0,0.53,0,0,0,14.36,12.77,0,3.72,7.45,1.06,0,1.06,10.11,5.32,9.57,1.6,0,0,0,0,0,9.57,0,3.72,2.13,0,3.72,0,0
All Get Out,The Season,The Season,-7.28979730606,0.0233118254691,0.472303509712,0.607683897018,124.97505188,0.032713484019,1.03915345669,440.763122559,13.2226581,12.788067000000002,1.1281802,0.016860271,1.9606063599999999,0.63400959,1.44709237,0.22288124399999998,1.6589436499999999,0.57576388,0.46203178,426,12.21,1,99,20.23,21.3,10.56,94.84,69.25,51.88,24.41,15.02,13.15,0.7,0.94,0,0.23,9.39,14.32,5.4,0.23,7.98,9.86,4.46,1.41,5.16,22.3,3.52,2.82,2.82,1.64,0,1.17,12.44,0.7,11.74,3.99,0.47,3.99,2.35,0.47,2.58,0.23,7.51,3.76,3.76,3.05,1.41,1.64,0,1.17,0.23,0.7,5.87,2.82,0,0.47,0,0.7,0.47,2.82,0.47,0.23,0,0.47,0,0,0,0,2.35,0,0.23,0,0.94,1.17,6.81,0.23,0,0,0,0,0,0.23,0.47,0.23,2.35,0,1.88,0,0.23,0,0.23,0,10.09,20.89,0.23,6.34,13.15,1.41,0.23,3.05,3.76,4.93,8.69,2.82,3.76,2.82,0,0.94,0,26.29,0,13.15,0,4.69,8.45,0,0
Manchester Orchestra,A Black Mile To The Surface,"Lead, SD",-9.49533176422,0.0252166315913,0.463853925467,0.529392957687,127.891624451,0.030009938404,0.973701536655,434.193115234,12.5910187,11.7405229,0.7194085100000001,0.009305907,1.9823631,0.23494537,1.47282675,0.27580300700000004,1.721111,0.39288964,0.47464707,340,25.38,33.4,91.22,13.87,85,11.18,90.88,76.76,63.24,22.65,16.18,9.41,0.88,3.82,1.76,0.29,6.47,15,6.47,1.47,15.88,13.24,6.47,3.24,2.06,22.94,5,2.65,3.82,2.06,1.47,0.29,10.29,1.76,8.53,2.06,0.59,2.06,0.59,0.59,2.65,0.29,3.82,1.47,2.06,1.47,0.59,0.59,0,0.29,0.29,0,9.41,1.76,0.29,0,0.29,0,0.88,8.24,0.88,0,1.18,1.18,0,0,0,0,1.76,0.29,0,0.29,0,1.18,2.65,0.29,0.29,0,0,0,0,0.59,0.59,0.29,0.29,0.88,0,0,0,0,0.59,0.59,7.06,12.65,0.88,1.18,8.82,2.06,1.47,0,5.29,4.71,9.41,2.65,0.59,0.59,0,0,0,12.35,0,5.29,0.88,0,6.18,0,0
Manchester Orchestra,A Black Mile To The Surface,The Alien,-11.8206348419,0.0479813367128,0.435770332813,0.451972275972,164.868026733,0.0655590891838,1.05545675755,434.193115234,12.560407300000001,11.7150225,0.36246442,0.008746367000000001,1.9781385999999999,0.06786326599999999,1.1999418400000001,0.41783565,1.7046085,0.29731909999999995,0.45529976,345,19.66,98.83,72.71,9.17,38.33,9.28,94.2,77.97,60.87,20.58,17.1,3.19,0,12.75,0.29,0.87,3.48,14.49,7.54,0.29,12.17,11.01,6.38,4.64,4.93,25.22,3.19,2.9,3.19,1.16,0,2.03,15.07,2.9,12.17,4.93,1.45,1.74,1.16,0,3.77,0,2.32,0.58,1.74,2.03,0.58,1.45,1.16,0,0,0,19.13,2.9,0,0,0.29,0.29,2.03,15.94,1.16,0,0.29,1.16,0,0,0,0,2.61,0.58,0,1.45,0,0.58,3.48,1.16,0.29,0,0,0.29,0,0.87,0,1.16,0,2.61,0,0.87,0,0,0,0.29,12.46,8.12,0,3.19,4.64,0.58,0.58,0.58,3.77,8.41,4.06,1.45,1.45,0.58,0,0.87,0,16.52,0,2.32,2.32,0,6.67,5.22,0
Manchester Orchestra,A Black Mile To The Surface,The Gold,-8.71601581573,0.0246404018253,0.467815071344,0.547862708569,119.951248169,0.0302788801491,0.926663279533,440.254241943,13.5548184,12.855096699999999,0.8979134,0.02195881,1.9490066499999998,0.52450982,1.39179776,0.34805362,1.60938106,0.5128921799999999,0.46927428,239,4.23,98.1,95.02,20.23,119.5,7.95,94.98,81.17,66.11,29.71,25.94,10.04,2.51,13.39,0,0,3.77,17.57,4.18,0,10.46,9.62,5.86,4.18,4.6,18.41,7.95,5.02,4.6,2.51,2.09,0,11.3,0.42,10.88,2.93,0.42,2.93,4.18,1.67,2.09,0,6.69,2.51,2.51,3.35,2.09,0,0,0,0,0.42,19.25,2.51,0,0,0,0,0.42,16.74,0,0,0,0.84,0,0,0,0,2.09,0,0,0,0,2.09,5.86,1.67,0.84,0,0,0,0,1.26,0,0,1.26,0.42,0.84,0,0,0,2.09,0,7.53,12.13,0,0.84,8.37,2.51,0,0,5.86,3.77,6.28,1.67,2.09,1.67,0,0.42,0,10.88,0,2.09,0.42,0,7.53,0.84,0
Manchester Orchestra,A Black Mile To The Surface,The Grocery,-9.72807979584,0.0350760109723,0.461837917566,0.507227301598,89.6530075073,0.0400426089764,1.12507450581,434.193115234,12.8899505,11.978865599999999,0.59406172,0.009409975,1.98866655,0.14903086,1.32055576,0.453876674,1.70530156,0.399981846,0.47721973,284,26.1,50.55,80.64,35.17,94.67,7.39,94.72,79.58,60.56,21.13,14.44,6.69,0.35,5.99,0.7,0.7,6.69,13.03,7.75,0,13.73,9.86,6.34,5.99,3.17,25.35,2.11,0.7,1.06,1.06,0,0,20.42,3.52,15.49,4.58,0.35,6.34,1.76,0.7,3.52,0,2.46,1.76,0.7,1.06,1.06,0,0,0,0,0,9.86,1.06,0,0,0,0,0,8.8,1.06,0,0,1.76,0,0,0,0,1.06,0,0.7,0,0,0.35,2.82,0,0,0,0,0,0,0.35,0,0,4.23,1.06,0,0,0,0,0.35,2.82,11.62,20.42,0.35,3.17,11.27,4.23,0,2.82,0.7,3.87,7.75,0.7,0,0,0,0,0,10.56,0,3.52,0.7,0,4.58,1.76,0
Manchester Orchestra,A Black Mile To The Surface,The Maze,-9.80036258698,0.0366754233837,0.448965519667,0.474416196346,101.092346191,0.0438124723732,0.935133576393,440.254241943,11.6074243,11.147117399999999,0.6969685,0.010961923,1.97057795,0.093091679,1.52048499,0.22061199,1.71458605,0.25499177,0.46538952,157,1.92,59,95.35,98.43,157,12.1,92.99,79.62,63.69,33.12,24.2,14.65,0.64,8.92,0,0,8.92,10.19,3.82,1.27,12.1,12.74,7.01,4.46,2.55,27.39,1.27,2.55,1.27,0.64,0.64,0,12.74,1.91,10.83,5.1,0.64,2.55,3.18,0,0.64,0,7.01,7.01,0,3.82,3.82,0,0,0,0,0,20.38,8.92,0,0,0,0,4.46,11.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82,0,0,0,0,0,0,1.27,0.64,0,1.27,0.64,1.27,0,0,0,0,1.27,4.46,6.37,1.91,2.55,3.82,0.64,0.64,0,3.18,2.55,12.1,1.91,0.64,0,0,0.64,0,14.65,0,3.82,0,0,10.83,0,0
Manchester Orchestra,A Black Mile To The Surface,The Mistake,-9.73442745209,0.0281456727535,0.43874630332,0.505188167095,120.970024109,0.0336118936539,0.981479823589,434.193115234,12.6330722,12.1164555,0.59446526,0.015181459999999999,1.97169859,0.21672626,1.26416295,0.38529523,1.6017128299999999,0.5202473599999999,0.4689659,194,17.54,75.19,93.08,6.73,194,14.43,93.3,84.54,63.4,22.68,16.49,7.22,1.03,7.22,0.52,0.52,6.19,7.22,4.64,0.52,15.46,12.37,6.7,2.58,4.64,26.8,5.15,3.61,2.06,1.55,0.52,0,23.2,4.12,19.07,3.09,1.55,6.19,3.61,0,4.64,0,3.61,1.03,2.58,1.55,0.52,1.03,0,0,0,0,18.56,4.12,0.52,0,0,1.03,2.06,14.43,0.52,0,0,1.03,0.52,0,0,0.52,0.52,0,0.52,0,0,0,1.03,0,0,0,0,0,0,0,1.03,0.52,2.58,0.52,0.52,0,0,0,0,0,7.22,15.98,0.52,3.61,12.37,0.52,0,0.52,2.06,3.61,8.25,0.52,0.52,0.52,0,0,0,9.28,0,3.09,0,0,6.19,0,0
Manchester Orchestra,A Black Mile To The Surface,The Moth,-7.67375183105,0.0389757491648,0.47455266118,0.525592565536,149.161865234,0.0479874946177,1.11057138443,438.477722168,13.7276293,12.507755900000001,1.02438066,0.015794003,1.98516864,0.46505815000000006,1.61987434,0.23425045300000003,1.78003943,0.332838233,0.46985134,195,59.67,91.46,95.87,20.23,195,9.23,93.85,78.97,62.05,20,14.87,5.13,0,7.18,2.56,0,5.13,13.85,10.26,0,17.44,9.23,8.72,2.05,1.03,22.56,4.1,3.08,3.59,0,0.51,3.08,14.87,1.54,13.33,2.05,3.59,3.08,0.51,1.54,3.08,0,1.03,0.51,0.51,0.51,0,0.51,0,0,0,0,15.9,2.05,0,0,1.54,0,0.51,12.82,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,2.56,0,0,0,0,0.51,0,0,0.51,0,2.56,3.08,0,0,0,0,0,0,9.74,24.1,0.51,2.56,18.46,1.54,1.03,1.03,2.05,4.62,6.15,1.54,1.03,1.03,0,0,0,10.77,0,2.56,0.51,0,6.67,1.03,0
